"id","n.scoring","scoring.mix","scoring.delicious","scoring.service","scoring.atom","n.view","n.favorite","n.share","shop.summary"
"952468",18,"45",18,17,16,23958,49,18,"        泡卡芙 Puff Cafe'是一個有正興街、泡卡芙、台南的西式早餐，網友認為值得推薦的有：油封脆皮雞、法國麵包披薩、甜pizza、鹽川馬鈴薯、冠軍師父主廚麵包      "
"939762",20,"40",15,10,14,63048,353,11,"        滿美吐司部是一個有宵夜、新竹市、吐司的中式早餐，網友認為值得推薦的有：肉排蛋吐司、九層塔蛋餅、豆漿紅茶、鮮奶茶、碳烤土司      "
"628686",42,"45",17,15,15,70247,246,13,"        花嘴廚房是一個有早午餐、花嘴廚房、brunch的西式早餐，網友認為值得推薦的有：西西里雞腿排、藍莓起司鮮奶吐司、自製炸雞塊、炒磨菇、自製雞腿排      "
"984686",23,"45",15,15,16,677557,70,16,"        Bodis 手作 三明治 咖啡 設計是一個有市政府、高雄、咖啡的西式早餐，網友認為值得推薦的有：創意輕食、肉燥飯三明治、活力沙拉貝果、蜂蜜肉桂咖啡、恐龍美祿      "
"634838",23,"45",15,15,14,54830,132,15,"        熊巴土司是一個有早午餐、平價、高雄的其他類型早餐，網友認為值得推薦的有：紐奧良雞腿、Brunch、私房梅醬佐雞腿排、烤布蕾吐司、花生醬吐司      "
"964816",21,"45",16,15,11,55754,335,10,"        碳之家碳烤三明治是一個有碳烤、三明治、早餐的其他類型早餐，網友認為值得推薦的有：招牌豬排蛋三明治、鮮奶茶、核桃焦糖乳酪貝果、OREO貝果、巧克力吐司      "
"1006156",19,"45",18,18,16,2966359,160,13,"        【約尼咖啡】選擇美國進口Choice等級的牛肉，來自台南的有機蔬菜，請專人專門製作的麵包；而歐式料理的靈魂─醬汁，則是店家以最道地的歐式手法每日現做。除了對食材用心，更提供顧客一個舒適享用美食的用餐環境。「私藏燻鮭魚。班尼迪克蛋」，選用來自挪威的煙燻鮭魚，充滿健康的魚油加上淡淡的燻香味，配上店家特製的班尼迪克蛋，再淋上主廚特製荷蘭醬，一口咬下蛋香混合著濃濃的魚油香味，讓人滿嘴回味無窮！      "
"969404",12,"45",16,15,12,80721,646,6,"        花嘿噴 breakfast & brunch是一個有早餐、板橋、花嘿噴的西式早餐，網友認為值得推薦的有：棉花糖厚片、豬柳起士盒子、鮮奶茶、香蕉巧克力吐司盒子、豬排乳酪餅      "
"1217522",2,"00",0,0,0,623434,1,NA,"        我們有許多與眾不同的創新料理，歡迎來嘗試      "
"1077420",23,"45",16,17,16,805230,23,19,"        點匠輕鬆小品是一個有點匠輕鬆小品、寵物友善餐廳、蔬食的其他類型早餐，網友認為值得推薦的有：松露野菇燉飯、特選沙拉、南瓜濃湯、松子青醬義大利麵、椒鹽杏鮑菇      "
"1034908",13,"45",16,17,16,4657048,158,12,"        為了讓顧客在早午餐時段就能享用到高品質超值餐點，【日光徐徐】特別以早午餐作為餐廳主打，現點現做，深受肯定，目前除了高雄兩家分店，最新展店為台南永華店，全新呈現，全心感動。兩層樓裝潢走工業風卻不失溫暖，一樓牆面有綠意盎然的LOGO意象，二樓則較偏時尚工業風；今年11月第四家台南成功店也將進駐三道門文創商旅，發展令人期待。      "
"1050472",23,"45",17,16,15,5187255,48,15,"        台南市中西區海安路與民生路口的【湯姆嗑吐司】是新開幕的消夜餐廳，2015年12月中開業到現在仍在試營運，卻即晉升為人氣排隊美食。在餐飲界十年以上工作經驗的老闆，新店不小，狀在志氣，「我自己就是個美食愛好者，怎麼可能隨便賣、隨便吃」。一般的熱壓吐司因為溫度過高使麵包水分流失，吐司口感乾扁、平淡無味，【湯姆嗑吐司】為了開創獨特性，老闆特別三顧茅廬，一次又一次的誠懇請求，終於打動知名老麵包店師傅出馬幫忙，每天新鮮現做的牛奶土司，使用紐西蘭安佳奶油入味的飽滿香味一聞就令人著迷！      "
"926494",20,"45",17,17,16,327512,57,16,"        迪波波藝食館是一個有早午餐、迪波波藝食館、甘蔗燻肉的西式早餐，網友認為值得推薦的有：迪波波嘉年華、甘蔗燻肉飯、熔岩巧克力蛋糕、那瑪夏金萱蛋糕、甘蔗燻肉捲餅      "
"964646",22,"45",15,15,15,2594375,60,15,"        「美好的一天從早餐開始」，提供一份新鮮、美味又豐盛的早餐，一直是我們最重要的任務與使命。本店創立於1991年，創始人在台北永和豆漿習藝後，選擇在景美開設創始店，歷經改名、遷店，最後落葉生根在台中這塊土地上。為力求創新突破，跳脫傳統早餐框架，以我們最知名的「燒餅」建立嶄新的品牌形象，俗話說:吃燒餅哪有不掉芝麻的?所以將黎記永和正式更名為「芝麻掉了」手作燒餅舖。「手作，才擁有人的溫度！」「堅持，才有感動的美味! 」嚴選新鮮食材傳承黎記精神芝麻掉了提供「五星級的中式早餐」。以回饋大眾的支持與鼓勵，希望能讓這份感動，散佈到世界上每一個角落。      "
"928750",15,"45",16,16,17,26917,47,15,"        日光緩緩 (夏林店)是一個有早午餐、日光緩緩、BRUNCH的西式早餐，網友認為值得推薦的有：歐式雜糧麵包、洋蔥牛肉蛋捲、精緻蛋料理、招牌天使細麵沙拉餐-煙醺雞肉、紐澳良辣味帶骨雞腿排      "
"1028224",22,"45",17,15,16,20025,77,14,"        豐滿早午餐是一個有永和早午餐、仁愛公園早午餐、Brunch的早午餐，網友認為值得推薦的有：皇后拼盤、拖鞋堡挪威鮭魚、國王拼盤、青醬雞肉三明治、蘑菇起司蛋捲      "
"27658",20,"40",14,10,9,127848,92,15,"        日日利海盜飯團 (創始店)是一個有台中、吃吃喝喝、飯糰的中式早餐，網友認為值得推薦的有：海盜飯糰、海盜辣腸、麥角      "
"1055426",17,"45",15,15,15,78925,149,12,"        肚房DoFun (公正1<U+53F7>店)是一個有肚房、台中早午餐、台中美食的西式早餐，網友認為值得推薦的有：塔塔鮭魚蛋捲、紅豆年糕熱壓三明治、抹茶紅豆三明治、花生焦培根熱壓三明治、老墨豬肉熱壓三明治      "
"39206",21,"45",19,15,14,88395,87,15,"        橘子早餐是一個有早餐、墾丁、必吃的其他類型早餐，網友認為值得推薦的有：丹麥吐司、熱狗歐母蛋、歐母起士蛋、漢堡肉土司、厚片      "
"1035050",19,"45",18,14,16,77760,118,13,"        多一點咖啡館 A Little More (台南美學館)是一個有台南早午餐、多一點咖啡館、brunch的其他類型早餐，網友認為值得推薦的有：多一點厚煎培根起司蛋鐵板拼盤、煙燻挪威鮭魚菠菜起司蛋捲、鐵板紅酒蘑菇匯煎雞腿、貓王最愛香蕉花生吐司、巴伐利亞德國酥炸豬腳佐芥末子醬      "
"973858",17,"45",13,13,14,69756,333,8,"        Ki's 27 早午餐是一個有早午餐、荷蘭熱鍋鬆餅、瑪黑茶的中式早餐，網友認為值得推薦的有：司康組合、里肌嗑女士、法國心太軟、德文郡奶油、綜合莓果荷蘭熱鍋鬆餅      "
"1116584",17,"45",17,16,17,938913,24,17,"        座落在新北市蘆洲區，105年8月13日正式開幕的新美式早午餐，VEG OUT意旨《放空一下》，希望在繁忙的生活步調中，大家可以稍微的停下腳步，讓身心靈都放空一下；VEG也為vegetable的簡稱，代表著我們的餐點都是以健康、營養、美味為主要關鍵。      "
"1072344",17,"45",15,15,14,80149,104,13,"        餓店碳烤吐司是一個有碳烤吐司、三重早午餐、早餐的西式早餐，網友認為值得推薦的有：雙倍起司肉蛋吐司、木瓜牛奶、大胃王、非常餓豬排蛋吐司、三倍起司肉蛋吐司      "
"70305",17,"45",15,16,16,76165,5,16,"        拉亞漢堡 (楊梅總店)是一個有早午餐、平價、單點式的西式早餐，網友認為值得推薦的有：蟹堡、黑椒里肌吉士凱撒堡、美式蝦排堡、美式蝦排堡　火腿蛋堡、芙蓉豆板      "
"1217522",2,"00",0,0,0,623434,1,NA,"        我們有許多與眾不同的創新料理，歡迎來嘗試      "
"1033086",17,"45",17,15,13,46697,118,13,"        沒事''早事''坐是一個有沒事早事坐、中山區、捷運雙連站的西式早餐，網友認為值得推薦的有：高大鮮奶茶、野菇時蔬起司斑馬吐司、三角脆薯餅、香煎去骨雞腿吐司、黃金蛋餅      "
"1069122",17,"45",16,18,19,16275,28,16,"        Lure Late Late Breakfast 鹿耳晚晚早餐是一個有早午餐、台南巷弄美食、三明治的其他類型早餐，網友認為值得推薦的有：親愛的渡邊直美、墨西哥辣雞肉帕妮妮、大蔥鴨帕尼尼、脆腸滾蛋捲、恆河奶茶      "
"995876",15,"45",17,16,12,64138,207,10,"        鮮味餡餅是一個有早式早餐、早餐、餡餅的中式早餐，網友認為值得推薦的有：芋頭餡餅、酥皮乳酪蛋餅、乳酪蛋餅、咖哩餡餅、乳酪餡餅      "
"964356",15,"45",16,17,17,9632399,1,15,"        拉亞漢堡 Laya Burger (北市杭州)是一個有早午餐、LayaBurger、早餐的西式早餐，網友認為值得推薦的有：辣肉醬黑曜堡、燒肉黃金派、蘋果鳳梨纖果飲、火腿歐姆蛋貝果、花生巧克力雙醬貝果      "
"595072",15,"40",14,10,8,33367,133,11,"        海青王家燒餅店是一個有眷村美食、左營美食、小吃的中式早餐，網友認為值得推薦的有：燒餅夾蛋菜、招牌燒餅、總匯燒餅      "
"793800",15,"45",13,16,20,47847,77,13,"        羅布森咖啡書蟲房是一個有書店、咖啡館、羅布森的西式早餐，網友認為值得推薦的有：鬆餅、榛果拿鐵、茶品      "
"1138595",20,"45",15,15,12,27368,85,14,"        金花碳烤吐司專賣是一個有碳烤吐司、台北、西門的其他類型早餐，網友認為值得推薦的有：給我壁咚、相思病牛乳、福氣鮮奶茶、金花大丈夫、妹仔好辣      "
"604418",14,"45",18,14,14,59122,14,14,"        Isaac是一個有韓國、ISAAC、早餐的西式早餐，網友認為值得推薦的有：特製火烤肉排MVP吐司、培根起士蛋貝果、BBQ烤豬排MVP三明治      "
"1096091",21,"45",15,13,13,14579,61,13,"        倆倆號熱壓吐司 (公館店)是一個有公館熱壓吐司、公館、公館早午餐的西式早餐，網友認為值得推薦的有：法國蛋火雞乳酪蛋吐司、人氣照燒雞乳酪蛋、烤雞腿、香蒜青醬火雞吐司、法國號火雞乳酪蛋吐司香蒜青醬      "
"944504",26,"40",15,10,5,44072,171,10,"        一心市場蛋餅是一個有台中、早餐、市場的中式早餐，網友認為值得推薦的有：蛋餅、豆漿、奶茶      "
"99912",21,"45",14,12,11,58441,85,12,"        Domo Pann多麼胖是一個有早午餐、吃吃喝喝、朋友聚會的西式早餐，網友認為值得推薦的有：胖胖球濃湯、胖胖球      "
"1058462",16,"45",18,17,18,36684,53,12,"        豐滿早午餐 (信義世貿店)是一個有台北信義早午餐、世貿下午茶、豐滿總匯三明治的早午餐，網友認為值得推薦的有：國王拼盤、法式土司、冰拿鐵、鮮奶土司、熱帶水果茶      "
"943096",18,"45",15,15,14,3206371,21,13,"        【Hey 太陽公公早午餐】是高雄三民區的高人氣餐廳，菜色一如店名，充滿暖洋洋的溫度，主廚笑說，只要是可以不用現成品的食物就絕對是親手製作，包括自製麵包、手桿鹹派、甜點、甚至是新鮮果醬，每樣都展現真誠心意，而且老闆體貼外食族，一律平民化價格，讓人吃得暖意上心頭。很少有一家店這麼充滿人情味，打從踏入店門，放眼望去的童趣風格的手繪畫作、綠油油的盆栽、清新可愛的餐桌布等等，構成一幅樸實溫暖的店景，恰巧與家的感覺相似，開朗老闆喜歡向客人問好，熱情不輸給南台灣的太陽，讓即使是第一次上門的客人都覺得親切。      "
"984778",27,"45",15,14,13,25244,170,10,"        丹調 Simple Dan是一個有早午餐、台中、丹調的西式早餐，網友認為值得推薦的有：培根起司花椰菜、季節時蔬小鐵鍋嫩蛋、義式要腸鮮、小辣椒蒜味培根、肉桂檸檬法式吐司      "
"1021184",14,"45",16,17,15,15075,54,12,"        Love Toast i 吐司是一個有信義區早午餐、碳烤吐司、帕里尼義式三明治的西式早餐，網友認為值得推薦的有：碳烤吐司、帕里尼義式三明治、煙燻鴨胸帕里尼、信義區早午餐、火腿蛋起司炭烤吐司      "
"1136966",1,"45",20,15,15,353260,1,1,"        以做給家人吃的心情經營早午餐店！【莫尼布朗琪早午餐】的老闆因為母親生病離世，對健康變得特別注重。在家人的鼓勵下，於學區附近開起早午餐店，希望能提供附近學子以及顧客超值又營養健康的餐點，兩樓層共有30多個座位，是朋友聚會的好去處。店內招牌首推拼盤餐點，品項多達十多種，餐點除主餐外還附麵包、附餐、薯條及飲料。另外「吃飽飽拼盤」可選用兩種主餐，超值划算。麵包有四款可選；附餐有水果、生菜、濃湯及白飯；薯條亦可換成地瓜泥或加價換地瓜薯條；飲品加價則可換為「夢幻蝶豆」飲品！除了拼盤，其他如起司搭半熟蛋的歐姆蛋捲、自調醬汁料理的咖哩飯及親子丼、還有五種口味可選的總匯三明治，也都是店家招牌，不妨可試試看！      "
"1037194",17,"45",17,14,13,25460,32,13,"        米豆早午餐-碳烤吐司是一個有碳烤土司、新莊、早午餐的其他類型早餐，網友認為值得推薦的有：招牌好事花生豬排總匯、特製焦糖牛奶法式土司、豆漿紅茶、鮮奶茶、地瓜薯泥起司蛋餅      "
"974864",16,"45",13,12,14,17314,144,10,"        <U+6E7E>島呷早頓是一個有<U+6E7E>島、呷早頓、早午餐的西式早餐，網友認為值得推薦的有：台南府城義豐冬瓜茶、有機玫瑰櫻桃鴨胸漢堡、香煎嫩豬半熟太陽蛋、冬瓜檸檬、法國萊因雙火腿      "
