id,name_levenshtein_simple,name_trigram_simple,name_levenshtein_term,name_trigram_term,city_levenshtein_simple,city_trigram_simple,city_levenshtein_term,city_trigram_term,zip_levenshtein_simple,zip_trigram_simple,zip_levenshtein_term,zip_trigram_term,street_levenshtein_simple,street_trigram_simple,street_levenshtein_term,street_trigram_term,website_levenshtein_simple,website_trigram_simple,website_levenshtein_term,website_trigram_term,phone_levenshtein,phone_trigram,fax_levenshtein,fax_trigram,street_number_levenshtein,street_number_trigram,phone_equality,fax_equality,street_number_equality,is_match
2794#2798,0.791667,0.75,0.666667,0.705882,0.337037,0.037037,0.142857,0.0238095,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
9454#9455,0.111111,0,0.1,0,0.833333,0.555556,0.833333,0.555556,?,?,?,?,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,-1
2531#2528,0.857143,0.857143,0.592593,0.592593,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,+1
1033#1032,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
8253#8265,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
6229#6230,0.25,0.0666667,0.571429,0.0833333,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,+1
2233#2234,0.571429,0.571429,0.371429,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,0.428571428571,0.166666671634,s,m,n,+1
3655#3666,0.108571,0,0.111111,0,1,1,1,1,0.8,0.333333,0.8,0.333333,0.242857,0,0.24,0,?,?,?,?,?,?,?,?,0.5,0.285714298487,m,m,n,-1
1863#1873,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
1109#1105,0.857143,0.857143,0.2,0.714286,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,+1
9047#9055,0.656667,0.6,0.235294,0.35,0.833333,0.333333,1,1,?,?,?,?,0.88,0.825,0.896552,0.78125,?,?,?,?,0.909090909091,0.600000023842,?,?,1.0,1.0,n,m,s,+1
12473#12474,0.466667,0.4,0.4,0.193548,0.203704,0,0.125,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
9031#9033,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.909090909091,0.600000023842,?,?,1.0,1.0,n,m,s,+1
3358#3359,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
9068#9070,0.857143,0.857143,0.777778,0.789474,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
1149#1156,0.75,0.590909,0.1875,0.571429,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
1952#1956,0.8,0.8,0.684211,0.7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
2603#2617,0.333333,0.333333,0.0294118,0.0666667,1,1,1,1,0,0,0,0,0.857143,0.857143,0.842105,0.85,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
6533#6534,0.5,0.5,0.4375,0.259259,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
1864#1869,0.730159,0.701299,0.642857,0.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
5704#5706,0.666667,0.666667,0.37931,0.535714,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
2169#2171,1,1,1,1,1,1,1,1,1,1,1,1,0.805556,0.770833,0.72,0.592593,1,1,1,1,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
3510#3499,0.166667,0.0454545,0.142857,0.05,1,1,1,1,1,1,1,1,0.244048,0,0.192308,0,?,?,?,?,?,?,?,?,0.5,0.285714298487,m,m,n,-1
10637#10638,0.153333,0.02,0.137255,0.0294118,0.0666667,0,0,0,0.25,0,0.25,0,0.19375,0.0357143,0.107143,0.0227273,?,?,?,?,0.4,0.047619048506,?,?,?,?,n,m,m,-1
8926#8930,0.5,0.5,0.444444,0.555556,?,?,?,?,?,?,?,?,?,?,?,?,0.714286,0.714286,0.54902,0.591837,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
56600#851517,0.25,0,0.25,0,0.2,0,0.2,0,0,0,0,0,0.385859,0.239394,0.258065,0.111111,?,?,?,?,0.2,0.047619048506,?,?,?,?,n,m,n,-1
8028#8040,0.08,0.0190476,0.137931,0.025,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
7719#7720,0.888889,0.888889,0.666667,0.677419,0.666667,0.666667,0.625,0.666667,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,?,?,m,m,n,+1
8260#8263,0.0808081,0.0111111,0.0882353,0.0217391,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
8739#8742,0.888889,0.888889,0.363636,0.735294,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,+1
11777#11778,0.21746,0,0.25,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.727272727273,0.5,?,?,?,?,n,m,m,-1
15378#15361,0.3,0.0787179,0.263158,0.0666667,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
6891#6893,0.888889,0.888889,0.842105,0.85,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,+1
2074#2075,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.545454545455,0.333333343267,?,?,?,?,n,m,n,+1
3502#3505,0.142857,0,0.125,0,1,1,1,1,1,1,1,1,0.276786,0.065,0.242424,0.0377358,?,?,?,?,?,?,?,?,0.75,0.428571432829,m,m,n,-1
2483#2485,0.5,0.5,0.181818,0.25,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
4301#4302,0.571429,0.571429,0.538462,0.576923,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.545454545455,0.20000000298,?,?,1.0,1.0,n,m,s,-1
6098#6103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.55,1,1,1,1,1,0.416666666667,0.181818187237,?,?,?,?,n,m,n,+1
3469#3476,0.181481,0.0555556,0.173913,0.03125,1,1,1,1,1,1,1,1,0.35,0.0416667,0.222222,0.03125,?,?,?,?,0.636363636364,0.411764711142,?,?,?,?,n,m,n,-1
8824#8829,1,1,0.454545,1,0.666667,0.666667,0.454545,0.5,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
4329#4340,0.150794,0.0285714,0.08,0.0333333,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,+1
1266#1272,0.142857,0,0.0909091,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
5571#5572,0.669048,0.534226,0.307692,0.5,1,1,1,1,1,1,1,1,0.666667,0.666667,0.48,0.48,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
7555#7556,0.5,0.5,0.266667,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,0.5,0.25,s,m,n,+1
1161#1168,0.333333,0.333333,0.571429,0.384615,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
3509#3510,0.111111,0,0.222222,0,1,1,1,1,1,1,1,1,0.243651,0.0410256,0.192308,0.0408163,?,?,?,?,?,?,?,?,0.5,0.285714298487,m,m,n,-1
498#499,0.25,0.0375,0.2,0.0238095,1,1,1,1,1,1,1,1,0.136905,0.02,0.142857,0.0222222,?,?,?,?,0.636363636364,0.411764711142,?,?,0.5,0.285714298487,n,m,n,-1
972#970,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
2254#2259,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
2267#2275,0.295238,0.025641,0.1875,0.0322581,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.454545454545,0.263157904148,?,?,?,?,n,m,n,-1
3651#3562,0.246032,0.037037,0.214286,0.037037,1,1,1,1,1,1,1,1,0.253968,0.0678571,0.214286,0.06,?,?,?,?,?,?,?,?,0.6,0.333333343267,m,m,n,-1
2860#2861,0.5,0.5,0.269231,0.32,0.75,0.285714,1,1,0.6,0.333333,0.6,0.333333,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
6316#6313,0.857143,0.857143,0.421053,0.45,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
3503#3499,0.321111,0.05,0.214286,0.0384615,1,1,1,1,1,1,1,1,0.380952,0.309524,0.315789,0.178571,?,?,?,?,?,?,?,?,0.666666666667,0.333333343267,m,m,n,-1
5559#5560,0.208333,0,0.222222,0,1,1,1,1,1,1,1,1,0.878788,0.793651,0.88,0.884615,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,+1
2517#2522,0.666667,0.666667,0.428571,0.441176,1,1,1,1,0.8,0.571429,0.8,0.571429,0.6,0.6,0.472973,0.576271,?,?,?,?,0.454545454545,0.20000000298,?,?,?,?,n,m,n,+1
1258#1282,0.380952,0.242424,0.3,0.266667,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,+1
7236#7239,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
1202#1204,0.8,0.8,0.75,0.769231,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
2238#2240,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
2201#2204,0.6,0.5,0.692308,0.470588,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
2530#2536,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
5631#5633,0.5625,0.472727,0.472222,0.375,0.666667,0.666667,0.454545,0.5,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
8380#8381,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,+1
6557#6560,0.952381,0.888889,0.954545,0.875,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,+1
8834#8847,0.361905,0.100794,0.294118,0.0967742,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
1188#1195,0.481481,0.444444,0.16129,0.25641,1,1,1,1,1,1,1,1,0.769231,0.769231,0.707317,0.717949,?,?,?,?,0.545454545455,0.20000000298,?,?,1.0,1.0,n,m,s,+1
601#613,0.284722,0,0.217391,0,1,1,1,1,0.8,0.333333,0.8,0.333333,0.290476,0.031746,0.333333,0.0294118,?,?,?,?,?,?,?,?,0.5,0.25,m,m,n,-1
2193#2200,0.685714,0.571429,0.44,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
8186#8193,0.205556,0.0263158,0.15,0.027027,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.75,0.428571432829,m,m,n,-1
2188#2225,0.666667,0.666667,0.619048,0.636364,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,+1
8164#8190,0.278409,0.0416667,0.1875,0.03125,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,m,-1
9101#9103,0.777778,0.75,0.48,0.555556,?,?,?,?,?,?,?,?,?,?,?,?,0.744231,0.666667,0.821429,0.617647,?,?,?,?,?,?,m,m,m,+1
1421#1420,0.5,0.5,0.388889,0.333333,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
1123#1137,1,1,0.25,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
13183#13184,0.122159,0,0.15,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.636363636364,0.411764711142,?,?,1.0,1.0,n,m,s,-1
1396#1402,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,+1
11047#11048,0.047619,0,0.0714286,0,0.111111,0,0.2,0,0,0,0,0,0.0982143,0,0.173913,0,?,?,?,?,0.3,0.047619048506,0.3,0.047619048506,?,?,n,n,n,-1
646#653,0.6,0.6,0.321429,0.592593,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
394#391,0.8,0.8,0.8125,0.8125,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
6247#6248,0.12381,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
3507#3503,0.376984,0.125,0.333333,0.0909091,1,1,1,1,1,1,1,1,0.208333,0,0.217391,0,?,?,?,?,?,?,?,?,0.5,0.285714298487,m,m,n,-1
8795#8788,1,1,1,1,0.571429,0.363636,0.571429,0.363636,1,1,1,1,0.9,0.828571,0.913043,0.76,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
8374#8376,0.219577,0,0.25,0,1,1,1,1,1,1,1,1,0.247619,0,0.235294,0,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
2146#2152,0.447222,0.193939,0.272727,0.125,1,1,1,1,?,?,?,?,1,1,1,1,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
9044#9053,0.791667,0.75,0.2,0.518519,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
2212#2214,0.5625,0.5,0.153846,0.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.818181818182,0.600000023842,?,?,1.0,1.0,n,m,s,+1
1292#1296,0.571429,0.571429,0.384615,0.416667,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
1359#1368,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
1263#1265,0.335714,0.285714,0.272727,0.222222,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.909090909091,0.600000023842,?,?,?,?,n,m,n,+1
8169#8188,0.209821,0,0.25,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
2514#2526,0.857143,0.857143,0.833333,0.833333,1,1,1,1,1,1,1,1,0.75,0.75,0.636364,0.73913,?,?,?,?,?,?,?,?,?,?,m,m,n,+1
5253#5254,0.5,0.5,0.333333,0.357143,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,+1
12277#12278,0.544988,0.345183,0.342857,0.163265,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.909090909091,0.714285731316,?,?,?,?,n,m,n,-1
1806#1813,0.666667,0.666667,0.395349,0.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,+1
1060#1082,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,0.541667,0.42714,0.333333,0.238095,1.0,1.0,?,?,?,?,s,m,n,+1
9983#9984,0.27381,0.0740741,0.166667,0.0588235,1,1,1,1,1,1,1,1,0.4,0.4,0.404762,0.377778,?,?,?,?,0.5,0.29411765933,0.6,0.29411765933,?,?,n,n,n,-1
8291#8292,0.162222,0.0602871,0.130435,0.0714286,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
2801#2804,0.833333,0.772727,0.511628,0.772727,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
8163#8176,0.238095,0.0357143,0.294118,0.0344828,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.5,0.285714298487,m,m,n,-1
1405#1406,0.666667,0.666667,0.15,0.652174,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
2756#2741,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,1.0,1.0,m,m,s,+1
2467#2475,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
6568#6569,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,0.285714285714,0.20000000298,s,m,n,+1
6830#6829,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
2208#2223,0.5,0.5,0.363636,0.533333,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
2642#2643,0,0,0,0,1,1,1,1,1,1,1,1,0.685714,0.607143,0.666667,0.565217,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,+1
1951#1952,0.666667,0.666667,0.5,0.538462,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
12276#12277,0.204762,0,0.142857,0,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,-1
1546#1555,0.133333,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
12771#12825,0.466667,0.4,0.266667,0.285714,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,m,-1
2193#2188,0.666667,0.666667,0.6,0.636364,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,+1
8200#8188,0.363095,0.11567,0.178571,0.108696,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.454545454545,0.263157904148,?,?,0.4,0.222222223878,n,m,n,-1
5574#5582,0.833333,0.833333,0.733333,0.714286,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
1309#1313,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
8186#8164,0.236111,0.0627451,0.1875,0.0967742,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.75,0.428571432829,m,m,n,-1
4271#4273,0.6,0.48,0.214286,0.444444,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.6,0.375,m,m,n,-1
12306#12027,0.356061,0.227113,0.169492,0.244898,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
7270#7271,0.5,0.5,0.333333,0.1875,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
3954#3946,0.380952,0.0571429,0.266667,0.0454545,1,1,1,1,1,1,1,1,0.458333,0.308442,0.375,0.214286,?,?,?,?,?,?,?,?,0.5,0.25,m,m,n,-1
14733#14734,0.258929,0.0277778,0.178571,0.0222222,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.9,0.692307710648,?,?,?,?,n,m,n,-1
7216#7169,0.291667,0.0444444,0.285714,0.0285714,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,+1
14063#14021,0.318182,0.215152,0.194444,0.196429,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.4,0.222222223878,m,m,n,-1
12953#12954,0.245282,0.047619,0.176471,0.0491803,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.5,0.25,m,m,n,-1
1582#1585,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,+1
2669#2670,0.857143,0.857143,0.730769,0.740741,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
3506#3507,0.255952,0,0.230769,0,1,1,1,1,1,1,1,1,0.130952,0,0.217391,0,?,?,?,?,?,?,?,?,0.5,0.285714298487,m,m,n,-1
1232#1239,0.103175,0,0.142857,0,0.5,0.5,0.0909091,0.352941,1,1,1,1,0.7,0.65,0.695652,0.7,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
4328#4339,0.4,0.4,0.36,0.384615,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,+1
3817#3818,0.666667,0.666667,0.846154,0.6875,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
7237#7239,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
8089#8165,0.211338,0.047619,0.2,0.05,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.5,0.25,m,m,n,-1
859#861,0.857143,0.857143,0.318182,0.727273,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
14333#14334,0.457143,0.4,0.55,0.344828,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
3554#3555,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
2820#2836,0.769231,0.769231,0.777778,0.708333,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,+1
2511#2514,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,+1
7160#7166,0.175,0,0.0909091,0,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,1.0,1.0,1.0,1.0,1.0,1.0,s,s,s,+1
15151#15111,0.583333,0.5,0.272727,0.277778,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,-1
961#968,0.888889,0.888889,0.902439,0.9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,+1
2238#2243,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
1374#1388,1,1,0.846154,1,0.611111,0.222222,0.454545,0.5,1,1,1,1,0.75,0.75,0.952381,0.833333,?,?,?,?,?,?,?,?,0.666666666667,0.333333343267,m,m,n,+1
294#289,0.740741,0.666667,0.35,0.407407,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
4346#4342,0.4,0.4,0.36,0.384615,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
2459#2475,1,1,1,1,0.611111,0.222222,0.5,0.545455,?,?,?,?,0.8,0.8,0.833333,0.833333,?,?,?,?,?,?,?,?,?,?,m,m,n,+1
1958#1961,0.25,0,0.2,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
12186#12187,0.369318,0.25,0.512821,0.275862,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.6,0.375,?,?,0.5,0.20000000298,n,m,n,-1
3507#3510,0.285714,0.102564,0.3,0.125,1,1,1,1,1,1,1,1,0.269841,0.0666667,0.153846,0.0851064,?,?,?,?,?,?,?,?,0.5,0.25,m,m,n,-1
2768#2797,0.75,0.75,0.69697,0.705882,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
6827#6829,1,1,1,1,1,1,1,1,0.8,0.333333,0.8,0.333333,0.857143,0.857143,0.857143,0.904762,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
10238#10239,1,1,1,1,1,1,1,1,1,1,1,1,0.888889,0.888889,0.678571,0.928571,?,?,?,?,?,?,?,?,?,?,m,m,n,+1
2457#2478,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
1883#1887,1,1,1,1,0.666667,0.444444,0.666667,0.444444,?,?,?,?,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
1143#1157,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,1.0,1.0,?,?,s,s,n,+1
15488#15490,0.630102,0.571429,0.272727,0.233333,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
3737#3776,0.176587,0.047619,0.190476,0.030303,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
7158#7167,0.8,0.688776,0.416667,0.666667,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
327#333,0.366667,0.0740741,0.142857,0.0769231,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
3248#3249,0.666667,0.666667,0.470588,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,1.0,1.0,1.0,1.0,s,s,s,+1
5571#5577,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.712963,0.678571,0.6875,0.513514,?,?,?,?,1.0,1.0,m,m,s,+1
7294#7317,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,+1
1147#1170,0.6,0.5,0.733333,0.555556,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
7038#7039,1,1,0.2,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,0.285714285714,0.181818187237,s,m,n,+1
